"","id_num","wave","StartDate","EndDate","duration","ResponseId","def","crime","terror","poor","health","econ","abort","unemploy","blkaid","adopt","imm","vaccines","guns","djt","interest","friends_1","friends_2","friends_3","friends_4","friends_5","tense","death","ewry","values","ideo","partyid","votereport","gender","ethnic","edu","inc","age","state","relig","voting","climate","check","beh_att_1","beh_att_2","beh_att_3","beh_identity","virusthreat","quarantine","sickleave","fourth","id","voting_string","voting_factor"
"7346",462,17,2019-12-18 17:46:38,2019-12-18 17:51:34,295,"R_2dLv5qlErRitoAW",3,4,3,5,6,6,4,5,4,7,2,6,4,4,5,6,NA,NA,2,6,5,6,5,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,6,7,1,NA,NA,NA,NA,"R_Do8A5PHlhMT06xr",NA,"Other"
"7347",323,17,2019-12-18 17:46:43,2019-12-18 17:49:11,147,"R_3kLJAabRd71DXpy",4,4,4,3,3,4,4,3,3,7,5,1,4,2,6,7,7,7,7,7,3,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,1,4,NA,NA,NA,NA,"R_3jeWcdX54UV3Svi",NA,"Clinton"
"7348",375,17,2019-12-18 17:48:30,2019-12-18 17:50:01,91,"R_3svT8vREJQbm5Z0",NA,NA,NA,NA,NA,NA,4,NA,NA,7,NA,1,2,4,3,4,4,4,4,4,5,4,7,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,5,6,7,2,NA,NA,NA,NA,"R_6Yyn0NTnBFHYoLL",NA,"Other"
"7349",400,17,2019-12-18 17:54:24,2019-12-18 17:56:16,112,"R_5vYNPoEAO3E7gnD",5,5,4,5,7,5,5,5,1,4,4,2,1,4,2,4,3,4,4,4,4,2,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,5,5,7,1,NA,NA,NA,NA,"R_2Po19StX9qmjVy4",NA,"Clinton"
"7350",540,17,2019-12-18 17:54:26,2019-12-18 17:56:10,103,"R_1oAUablqzZa0zsa",1,7,1,7,7,7,4,7,7,7,1,1,1,4,1,7,6,7,7,7,1,1,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,1,NA,NA,NA,NA,"R_3JDEH19ahdhO1ge",NA,"Other"
"7351",104,17,2019-12-18 17:54:43,2019-12-18 17:57:04,140,"R_silQt2L59CTKhFL",3,1,3,7,7,7,4,7,5,7,2,1,3,4,5,5,2,6,1,5,6,5,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,1,NA,NA,NA,NA,"R_1LBiY98dFGBY2D2",NA,"Clinton"
"7352",217,17,2019-12-18 17:55:28,2019-12-18 17:56:40,71,"R_1CdrszzSfsyjrb6",1,2,1,6,6,6,4,6,5,7,2,1,1,4,5,7,2,3,2,7,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,6,6,1,NA,NA,NA,NA,"R_1QEkz5QGVJh49tT",NA,"Clinton"
"7353",143,17,2019-12-18 17:58:49,2019-12-18 18:00:43,114,"R_1FeniPSumCmDQJl",4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,7,7,7,7,7,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,4,4,4,NA,NA,NA,NA,NA,"R_1kLDIAvMhTud0QC",NA,"Other"
"7354",290,17,2019-12-18 18:02:11,2019-12-18 18:04:33,141,"R_12MFVbhcIG0s3IT",1,4,3,4,7,3,4,4,4,7,4,1,1,4,7,5,3,4,2,5,2,3,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,6,1,7,1,NA,NA,NA,NA,"R_3fMH67VoxcgNp9L",NA,"Clinton"
"7355",265,17,2019-12-18 18:07:18,2019-12-18 18:24:51,1052,"R_3gSNRftgjahI9Hu",5,4,4,4,4,4,1,4,4,1,6,7,4,1,6,2,5,5,6,2,3,2,2,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,7,4,2,7,NA,NA,NA,NA,"R_3Racmwfk820eqri",NA,"Trump"
"7356",365,17,2019-12-18 18:12:57,2019-12-18 18:14:39,102,"R_eEPLqZZ3LgKdvBT",4,4,4,4,7,7,2,4,4,NA,4,1,1,3,4,7,7,7,7,7,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,4,4,4,NA,NA,NA,NA,"R_z37MrIzJKsSRM1H",NA,"Clinton"
"7357",541,17,2019-12-18 18:14:12,2019-12-18 18:15:38,85,"R_pKlrXVbJfBOpV29",1,1,1,7,7,7,4,7,7,7,1,1,3,4,7,3,2,3,2,3,1,1,2,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,1,NA,NA,NA,NA,"R_3HZWMl1dkOE5PNX",NA,"Other"
"7358",399,17,2019-12-18 18:15:57,2019-12-18 18:18:03,125,"R_2XmJa8RD8PJDJ1O",4,7,4,4,7,4,4,4,4,7,3,2,1,4,2,7,3,3,2,7,1,6,1,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,2,7,1,NA,NA,NA,NA,"R_DGI46Kx1g3lzDe9",NA,"Clinton"
"7359",147,17,2019-12-18 18:16:43,2019-12-18 18:18:55,131,"R_3p6izv3KO7z04Oy",4,4,4,5,5,4,3,5,5,7,3,1,3,4,5,6,2,6,2,6,1,1,1,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,6,5,7,1,NA,NA,NA,NA,"R_1OT8z3zEUdAicqq",NA,"Clinton"
"7360",161,17,2019-12-18 18:16:55,2019-12-18 18:19:21,145,"R_bQTnBjDhHKuSFgJ",5,5,4,4,5,4,4,4,2,NA,5,1,4,NA,4,7,7,7,7,7,1,1,4,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,4,4,5,6,NA,NA,NA,NA,"R_3RlSIUoTjFhEPVZ",NA,"Trump"
"7361",173,17,2019-12-18 18:18:21,2019-12-18 18:20:30,129,"R_33lJCmIRCrhhJ3B",1,1,1,7,NA,NA,4,7,4,7,1,1,4,4,1,7,7,7,7,7,3,6,7,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,8,8,1,NA,NA,NA,NA,"R_1jBuzfzv1pyILnO",NA,"Trump"
"7362",350,17,2019-12-18 18:19:54,2019-12-18 18:22:03,128,"R_3JrbJR4qHWapXab",1,7,4,1,4,4,3,4,1,5,7,4,4,1,7,7,7,7,7,1,1,1,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,1,7,7,7,NA,NA,NA,NA,"R_2pSSKg7Tt3CApkc",NA,"Other"
"7363",442,17,2019-12-18 18:22:17,2019-12-18 18:24:32,134,"R_1NFels3CrvotrUS",4,4,4,3,5,3,3,4,3,5,4,2,4,4,7,3,6,7,5,4,2,2,2,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,1,1,5,4,NA,NA,NA,NA,"R_3scrC8ZND3oO8Bb",NA,"Other"
"7364",207,17,2019-12-18 18:24:09,2019-12-18 18:26:14,125,"R_2z7u2OE9tbgqVZT",6,6,7,2,4,5,2,2,1,4,7,3,4,1,7,2,6,5,6,2,1,1,4,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,1,2,1,7,NA,NA,NA,NA,"R_1KSVxAbXjNlu5Al",NA,"Trump"
"7365",318,17,2019-12-18 18:34:39,2019-12-18 18:37:23,163,"R_31WW6xDMwEMA30G",2,NA,NA,5,5,NA,4,5,5,7,3,NA,3,4,5,7,5,7,5,7,5,5,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,4,2,5,1,NA,NA,NA,NA,"R_247pbasVke5pCbR",NA,"Clinton"
"7366",487,17,2019-12-18 18:38:32,2019-12-18 18:40:54,141,"R_ywKhE0sIf7l5Zqp",4,5,4,4,4,3,2,4,1,1,6,1,3,2,6,1,7,7,7,1,2,2,5,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,1,1,1,6,NA,NA,NA,NA,"R_1plJyb0khylur8Z",NA,"Other"
"7367",159,17,2019-12-18 18:38:38,2019-12-18 18:41:46,187,"R_3kFaYdJ6qOUmuiW",2,4,1,5,5,4,4,5,5,7,4,1,1,4,5,4,1,6,2,4,6,6,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,1,1,1,1,NA,NA,NA,NA,"R_24GCVoFSYMTsMrn",NA,"Clinton"
"7368",527,17,2019-12-18 18:46:25,2019-12-18 18:48:51,145,"R_2AGSnnvKiAGz7Wb",4,4,4,4,4,4,4,4,4,5,5,2,5,2,6,7,7,7,7,7,5,4,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,2,2,2,5,NA,NA,NA,NA,"R_Qnxqc8ZTNSAlIpb",NA,"Other"
"7369",315,17,2019-12-18 18:46:28,2019-12-18 18:48:13,105,"R_2qgAgfOJqkmqRA6",6,4,4,1,1,1,2,1,1,1,4,2,5,2,6,7,7,7,7,7,2,2,2,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,1,1,1,7,NA,NA,NA,NA,"R_W2SSBGYfCCJXZKh",NA,"Other"
"7370",506,17,2019-12-18 18:52:43,2019-12-18 18:54:26,103,"R_1HqTOXJXfcCWg9C",NA,4,NA,7,7,6,4,6,5,7,1,1,1,4,2,6,2,3,2,4,7,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,6,6,7,3,NA,NA,NA,NA,"R_1pngXMdKUNBQ7Y7",NA,"Other"
"7371",432,17,2019-12-18 18:52:48,2019-12-18 19:00:28,460,"R_3maW7KupDSR0eg4",4,4,NA,7,7,7,4,7,7,7,4,1,1,4,2,NA,NA,NA,NA,NA,5,4,4,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,1,NA,NA,NA,NA,"R_12shUDkpk6D6KpX",NA,"Other"
"7372",440,17,2019-12-18 18:57:47,2019-12-18 19:00:18,150,"R_1LOp16sE8IghARH",1,1,1,1,7,5,2,6,5,5,1,1,1,2,1,5,5,5,5,5,1,3,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,2,2,2,5,NA,NA,NA,NA,"R_32Yn7RAOpZwxXzZ",NA,"Trump"
"7373",448,17,2019-12-18 19:00:54,2019-12-18 19:03:54,179,"R_2fy9LkG84Yh3dFW",3,3,2,7,7,7,4,7,7,7,3,1,3,4,6,6,2,6,1,6,1,1,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,2,2,2,1,NA,NA,NA,NA,"R_uzdrVPXBGLmwWgp",NA,"Other"
"7374",340,17,2019-12-18 19:02:16,2019-12-18 19:15:18,781,"R_2RPUvLgQrRAbgNh",5,4,5,4,4,4,3,4,3,5,NA,4,3,2,3,5,5,6,5,2,1,3,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,5,5,6,NA,NA,NA,NA,NA,"R_20TE7vK8cxCINJR",NA,"Clinton"
"7375",306,17,2019-12-18 19:03:34,2019-12-18 19:06:22,168,"R_3k5F8g0xmd3aiyo",5,7,5,4,4,6,4,3,4,7,5,1,1,4,2,4,4,4,4,4,5,2,1,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,1,4,4,5,NA,NA,NA,NA,"R_11ZWNbsSf0nOS1h",NA,"Clinton"
"7376",307,17,2019-12-18 19:07:12,2019-12-18 19:09:12,120,"R_9po89Mcfiu5U7qF",2,5,4,5,3,3,4,5,5,7,4,1,1,4,5,7,5,7,6,7,5,3,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,5,2,2,1,NA,NA,NA,NA,"R_3PaSdi53LbNbjb8",NA,"Clinton"
"7377",126,17,2019-12-18 19:09:42,2019-12-18 19:11:55,132,"R_2QtBlOEBsfl4zm3",4,4,4,4,4,4,3,4,4,7,4,1,3,2,5,3,5,5,6,3,2,3,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,3,2,7,NA,NA,NA,NA,"R_2uy4crVInlbvKUj",NA,"Trump"
"7378",460,17,2019-12-18 19:09:45,2019-12-18 19:15:07,322,"R_Bxn7MLcGgZA6MBX",1,1,1,1,1,1,4,1,1,7,1,7,7,3,3,7,7,7,7,7,1,1,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,1,1,1,NA,NA,NA,NA,NA,"R_3I6r0Ci8meuJlW6",NA,"Other"
"7379",501,17,2019-12-18 19:11:05,2019-12-18 19:12:47,101,"R_2dv7aqAvtR76fcm",4,3,4,4,5,4,3,4,4,7,4,1,4,3,1,7,7,7,7,7,1,7,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,4,4,5,4,NA,NA,NA,NA,"R_3Je1Ho4n9XVkJzw",NA,"Other"
"7380",490,17,2019-12-18 19:14:06,2019-12-18 19:17:18,192,"R_sNW4BVoijRNO0QF",1,4,4,1,4,3,6,1,1,1,7,NA,4,2,6,1,6,3,2,1,1,1,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,1,NA,NA,NA,NA,NA,"R_9uHzW2Kftmk0KuB",NA,"Other"
"7381",184,17,2019-12-18 19:23:05,2019-12-18 19:25:27,142,"R_1N3Ajn5GesFujjk",NA,4,NA,7,5,7,1,6,5,NA,NA,1,1,3,4,4,4,4,3,3,3,4,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,7,6,4,4,NA,NA,NA,NA,"R_1Kj36zZi16ZnyiO",NA,"Other"
"7382",304,17,2019-12-18 19:24:35,2019-12-18 19:26:59,144,"R_3jYCzPR5TaMeBXI",1,4,1,7,7,5,4,7,4,7,4,2,1,4,5,6,6,6,2,6,1,2,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,3,7,1,NA,NA,NA,NA,"R_ptRj3nQT2KwKy09",NA,"Other"
"7383",257,17,2019-12-18 19:26:06,2019-12-18 19:28:36,150,"R_2RPuAv6MQiPBeeB",5,5,5,3,4,4,1,3,2,4,5,1,4,2,2,3,7,7,7,6,3,1,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,1,1,1,7,NA,NA,NA,NA,"R_2PvBdnei26mdiOU",NA,"Other"
"7384",386,17,2019-12-18 19:26:41,2019-12-18 19:29:21,159,"R_1K2A3CbxDPindNn",4,4,4,3,3,3,2,4,2,7,6,5,5,2,6,4,7,6,7,5,1,2,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,3,3,7,NA,NA,NA,NA,"R_3NChCH0EEo9Q771",NA,"Trump"
"7385",341,17,2019-12-18 19:32:17,2019-12-18 19:33:47,89,"R_1AnWxFmOsHXroY1",6,7,7,7,7,4,3,7,5,7,6,6,5,4,5,6,6,6,5,6,5,4,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,4,4,5,4,NA,NA,NA,NA,"R_2uICtuf7qvXS9va",NA,"Clinton"
"7386",305,17,2019-12-18 19:34:30,2019-12-18 19:37:00,150,"R_2EnLnrtpe4Qe5QO",3,4,4,4,6,4,4,4,3,7,6,1,4,4,7,7,4,7,6,7,3,2,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,6,6,6,1,NA,NA,NA,NA,"R_3rYuXZOdxP7RYll",NA,"Clinton"
"7387",56,17,2019-12-18 19:44:54,2019-12-18 19:50:30,335,"R_3EuOgEqXJD0Gveh",4,4,4,4,4,4,1,4,2,4,7,1,7,1,2,1,7,7,4,1,1,1,2,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,1,1,1,7,NA,NA,NA,NA,"R_1rJopcDW3xCSYLl",NA,"Trump"
"7388",325,17,2019-12-18 19:48:00,2019-12-18 19:49:24,83,"R_2QmMq9gjRhwyqbW",1,7,1,4,5,4,4,7,1,7,7,1,7,4,5,3,3,7,4,4,1,7,7,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,1,6,NA,NA,NA,NA,"R_3rPdBLBkGaUsRs9",NA,"Trump"
"7389",25,17,2019-12-18 19:52:19,2019-12-18 20:13:22,1262,"R_3GkRvENg9KV2ZBj",5,5,3,4,4,7,3,4,2,3,5,4,4,2,6,4,5,7,5,4,1,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,3,7,3,5,NA,NA,NA,NA,"R_1iteCYVsDPdAWEU",NA,"Trump"
"7390",354,17,2019-12-18 20:01:09,2019-12-18 20:03:39,149,"R_2dDRhZOlB9BqcbA",6,6,6,7,6,6,4,7,6,4,7,4,1,2,6,7,7,7,7,7,1,6,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,7,7,7,6,NA,NA,NA,NA,"R_2zHBCJiOxeh1OoY",NA,"Clinton"
"7391",526,17,2019-12-18 20:01:12,2019-12-18 20:06:00,287,"R_1N8REDxLlqgFZfL",4,3,3,6,5,4,4,5,5,7,3,2,2,4,4,7,5,6,5,5,3,6,6,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,5,3,5,2,NA,NA,NA,NA,"R_3PaBLpdODWeKrPh",NA,"Other"
"7392",309,17,2019-12-18 20:03:14,2019-12-18 20:09:15,361,"R_2BhwYf0CBgIwkBy",4,4,4,4,5,4,6,4,4,1,4,1,3,1,7,3,3,3,5,3,1,1,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,6,7,NA,NA,NA,NA,"R_DVwsi9rVIkj2wUN",NA,"Trump"
"7393",288,17,2019-12-18 20:05:48,2019-12-18 20:08:04,135,"R_1P78sHSNv5kGdiv",5,4,4,3,4,4,1,1,2,5,6,7,3,1,6,7,7,7,7,7,1,2,2,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,2,7,NA,NA,NA,NA,"R_20SXWkwTG3aBEvX",NA,"Trump"
"7394",404,17,2019-12-18 20:05:58,2019-12-18 20:08:57,179,"R_2XnV5J4hlSQ1dlg",7,7,6,6,7,4,2,4,1,4,7,1,4,1,6,2,7,7,7,7,1,7,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,2,6,7,NA,NA,NA,NA,"R_2EuBAwUt1WKYu9B",NA,"Other"
"7395",138,17,2019-12-18 20:14:38,2019-12-18 20:17:32,173,"R_1lh52Hb21zghpMS",2,3,1,7,7,NA,4,7,7,7,1,1,1,4,5,7,2,4,1,7,3,6,5,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,8,7,1,NA,NA,NA,NA,"R_31AU1XpvTwUTEBp",NA,"Other"
"7396",470,17,2019-12-18 20:15:37,2019-12-18 20:18:00,143,"R_er0tOoXKn8DMeLn",5,4,5,6,7,3,4,6,5,7,2,1,1,4,3,4,2,5,2,4,2,1,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,6,3,7,1,NA,NA,NA,NA,"R_vpIS4FbAEQhDe3n",NA,"Other"
"7397",488,17,2019-12-18 20:24:50,2019-12-18 20:26:18,87,"R_BslrOG4dVXRAYwx",4,4,4,6,5,4,4,6,4,7,3,4,2,4,5,6,4,2,1,6,4,1,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,6,7,1,NA,NA,NA,NA,"R_3DhIzIGPpPXAw9p",NA,"Other"
"7398",321,17,2019-12-18 20:33:05,2019-12-18 20:35:36,151,"R_UlTEG42ughnSEh3",1,3,1,6,4,7,4,5,5,7,1,3,1,4,7,6,6,6,6,6,7,1,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,4,4,1,NA,NA,NA,NA,"R_QlHhHTruJK0dFQd",NA,"Other"
"7399",281,17,2019-12-18 20:47:53,2019-12-18 20:49:52,119,"R_8Dt3wAXPXflFXNL",6,1,5,1,1,4,1,1,1,3,6,7,7,2,2,3,7,7,7,4,1,1,3,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,1,1,1,7,NA,NA,NA,NA,"R_3dR4WsuNnlISvYQ",NA,"Trump"
"7400",123,17,2019-12-18 20:53:07,2019-12-18 20:58:05,298,"R_1RjATwojpcY0hS9",4,4,5,4,6,4,3,3,3,7,6,1,3,3,4,6,6,7,7,7,1,1,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,1,1,4,5,NA,NA,NA,NA,"R_PA67lwCYRtgyDC1",NA,"Trump"
"7401",467,17,2019-12-18 21:01:20,2019-12-18 21:20:37,1156,"R_1JCt5LHMdRnGRRn",1,1,1,7,7,1,4,7,7,7,6,6,3,4,3,7,7,7,7,7,4,6,7,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,1,7,3,NA,NA,NA,NA,"R_2eV7IRYFOT1Hh12",NA,"Other"
"7402",408,17,2019-12-18 21:08:49,2019-12-18 21:10:39,109,"R_3egfhmt8jo6tzjY",4,4,4,7,7,7,4,7,7,4,4,4,1,4,5,7,7,7,7,7,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,1,NA,NA,NA,NA,"R_2BghHD7sSEgmIIb",NA,"Clinton"
"7403",236,17,2019-12-18 21:14:49,2019-12-18 21:23:05,495,"R_1mQzfs0qK3BhxPL",NA,NA,NA,NA,6,NA,4,NA,NA,7,NA,1,3,4,1,7,5,7,6,7,3,2,7,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,4,4,6,2,NA,NA,NA,NA,"R_u942KTlyFGmxS4V",NA,"Other"
"7404",310,17,2019-12-18 21:15:35,2019-12-18 21:26:25,650,"R_1I5cL8CVQzQ4sHB",5,5,4,4,4,4,4,4,7,7,3,4,1,4,1,4,4,7,2,7,4,5,4,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,4,4,7,1,NA,NA,NA,NA,"R_2VdymY76reIIzEY",NA,"Clinton"
"7405",232,17,2019-12-18 21:19:21,2019-12-18 21:24:35,313,"R_UWa2RUey2OCA5fH",4,6,4,7,7,7,4,4,7,7,4,2,6,4,5,6,1,5,3,4,1,1,7,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,7,7,2,NA,NA,NA,NA,"R_eM9vfvzM0UIevaF",NA,"Other"
"7406",537,17,2019-12-18 21:37:28,2019-12-18 21:39:34,126,"R_2Yfu5R0SSlZvW7v",3,3,3,7,7,7,4,7,7,7,3,3,2,4,7,5,3,4,3,5,4,1,7,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,4,4,4,1,NA,NA,NA,NA,"R_12LMpmt5uq4mQNR",NA,"Other"
"7407",128,17,2019-12-18 21:38:44,2019-12-18 21:40:43,119,"R_DHtloYritlUbllL",7,5,1,4,4,4,4,4,4,7,7,1,3,2,3,3,3,4,3,1,4,4,5,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,1,4,1,5,NA,NA,NA,NA,"R_2wEQRdDKZHC8q6t",NA,"Trump"
"7408",483,17,2019-12-18 21:48:35,2019-12-18 22:02:32,836,"R_1rqfs8kVxVmiwZu",5,5,4,5,6,NA,4,5,5,7,3,1,2,4,5,6,4,6,4,6,5,3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,5,5,5,1,NA,NA,NA,NA,"R_DMjB7Y7rkByBcOZ",NA,"Other"
"7409",23,17,2019-12-18 22:13:53,2019-12-18 22:16:30,157,"R_Dj9pN2iL29efKCJ",5,6,5,6,7,6,4,7,1,7,5,1,1,4,1,6,2,6,3,4,6,7,7,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,1,1,5,1,NA,NA,NA,NA,"R_1LBDlz7QOAUUsTs",NA,"Clinton"
"7410",5,17,2019-12-18 22:31:13,2019-12-18 22:33:46,153,"R_yvSQzhO8qZGd9h7",2,5,4,5,6,4,4,5,5,7,3,1,2,4,6,5,2,3,2,5,7,2,6,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,5,5,6,1,NA,NA,NA,NA,"R_1Nk1O1By831f1ie",NA,"Clinton"
"7411",270,17,2019-12-18 22:34:54,2019-12-18 22:37:12,137,"R_1QhMBSQ5aaq0phr",3,4,2,4,3,4,4,4,4,7,3,1,3,4,5,5,3,5,1,5,5,2,5,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,8,8,8,1,NA,NA,NA,NA,"R_71ew4xBUyjTM0ud",NA,"Clinton"
"7412",289,17,2019-12-18 22:54:49,2019-12-18 22:59:40,291,"R_1DSY4QU3DwV7IN0",4,4,3,4,6,NA,4,4,NA,7,1,1,4,4,5,7,7,7,7,7,4,3,6,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,6,2,7,4,NA,NA,NA,NA,"R_3JD9h1h1d9FvwXo",NA,"Other"
"7413",194,17,2019-12-18 23:09:58,2019-12-18 23:12:31,152,"R_1LAkiKx1GoaMNbs",4,5,4,7,5,6,2,5,7,7,5,1,1,4,7,5,1,7,1,7,3,6,4,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,4,7,1,NA,NA,NA,NA,"R_pi9nP1HbdCbqY6t",NA,"Clinton"
"7414",269,17,2019-12-18 23:10:18,2019-12-18 23:16:19,360,"R_31XK031blWT93dP",3,4,4,4,5,4,4,4,4,7,4,1,1,3,6,7,7,7,7,7,2,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,5,5,6,3,NA,NA,NA,NA,"R_1lgcRuX6MWEctbR",NA,"Other"
"7415",249,17,2019-12-18 23:14:18,2019-12-18 23:15:55,97,"R_2B5pmBG3wvp7oBz",3,2,2,4,4,5,4,2,3,7,2,1,1,3,5,7,7,7,7,7,5,6,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,2,2,2,1,NA,NA,NA,NA,"R_Aie2Meo5HOdDMt3",NA,"Other"
"7416",348,17,2019-12-18 23:17:17,2019-12-18 23:19:57,159,"R_3mJgdANCjoqgWLT",4,4,4,6,7,NA,4,6,4,7,4,2,4,4,2,6,6,6,6,6,3,7,7,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,7,8,7,2,NA,NA,NA,NA,"R_6zpDKFC1NCdnn3P",NA,"Other"
"7417",398,17,2019-12-18 23:18:15,2019-12-18 23:23:20,305,"R_2EbMTHziD1CPxmw",4,3,4,4,5,5,3,4,3,7,5,1,1,4,6,7,7,7,7,7,5,6,7,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,4,5,5,5,NA,NA,NA,NA,"R_1jfWj9RVjxbNDBL",NA,"Other"
"7418",116,17,2019-12-18 23:33:19,2019-12-18 23:35:37,138,"R_3fftTZr8kqfNJpb",4,4,4,7,7,4,4,7,4,7,2,1,1,4,7,7,5,7,5,7,2,1,5,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,8,8,8,1,NA,NA,NA,NA,"R_1hDYY2s3J02NJs4",NA,"Clinton"
"7419",177,17,2019-12-18 23:34:29,2019-12-18 23:36:31,121,"R_uwiM6imiZsk1dKh",4,4,4,3,3,3,2,3,1,7,5,1,4,2,3,2,5,6,4,3,5,7,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,1,1,1,6,NA,NA,NA,NA,"R_1WTRK7AVA5ZYgq5",NA,"Other"
